PetID,ShelterID,Name,Type,Breed,Age,Size,Color,Sex,DateOfIntake
2399,476,Eugene,Cat,British Shorthair,15,Medium,DarkKhaki,Male,2024-12-30
2400,196,Noah,Rabbit,Netherland Dwarf,1,Medium,PaleVioletRed,Female,2025-03-17
2401,454,Danielle,Rabbit,Mini Lop,8,Small,Aquamarine,Male,2023-01-10
2402,430,Kelli,Rabbit,Netherland Dwarf,4,Medium,IndianRed,Female,2025-03-20
2403,91,Kevin,Rabbit,Mini Lop,8,Small,DarkSalmon,Male,2023-07-22
2404,298,Julie,Hamster,Dwarf Campbell,12,Medium,LawnGreen,Female,2023-09-26
2405,154,Kathleen,Dog,Bulldog,5,Large,Gold,Female,2024-02-10
2406,430,Bradley,Bird,Cockatiel,14,Medium,GhostWhite,Male,2023-06-29
2407,456,Amber,Hamster,Dwarf Campbell,4,Large,LightCyan,Female,2024-02-24
2408,205,Rachel,Rabbit,Rex,14,Medium,Navy,Female,2022-07-01
2409,28,Brittney,Dog,German Shepherd,8,Small,HotPink,Male,2023-01-27
2410,448,Brittany,Cat,Persian,11,Medium,Gray,Male,2022-07-01
2411,116,Rachel,Cat,Siamese,15,Medium,Aqua,Female,2024-04-20
2412,323,John,Bird,Canary,15,Medium,HotPink,Female,2025-01-28
2413,206,Kyle,Rabbit,Rex,4,Medium,CadetBlue,Female,2022-06-09
2414,481,Stephanie,Hamster,Chinese,3,Medium,Sienna,Female,2023-07-03
2415,373,Carlos,Cat,Persian,6,Large,DarkOrchid,Male,2025-01-03
2416,432,James,Cat,Maine Coon,5,Medium,Linen,Female,2023-09-21
2417,195,Christine,Hamster,Winter White,4,Large,Coral,Female,2023-11-21
2418,160,James,Cat,Siamese,10,Small,Navy,Female,2024-05-21
2419,234,Corey,Cat,American Shorthair,3,Medium,PowderBlue,Female,2023-09-23
2420,400,Robert,Bird,Lovebird,2,Large,Chartreuse,Male,2025-03-19
2421,321,John,Cat,American Shorthair,5,Large,Chartreuse,Female,2023-11-12
2422,470,Cathy,Cat,Maine Coon,2,Large,GreenYellow,Male,2024-06-08
2423,183,Kenneth,Rabbit,Rex,15,Medium,IndianRed,Male,2022-12-28
2424,394,Phillip,Cat,British Shorthair,12,Large,SteelBlue,Male,2022-06-08
2425,367,Scott,Rabbit,Netherland Dwarf,11,Large,Maroon,Female,2023-02-27
2426,81,Dennis,Bird,Cockatiel,13,Small,HotPink,Female,2025-03-10
2427,214,Ryan,Bird,Cockatiel,12,Medium,FloralWhite,Female,2024-03-04
2428,261,Amy,Hamster,Chinese,13,Large,MediumOrchid,Male,2023-04-05
2429,403,Christopher,Cat,British Shorthair,9,Large,Gainsboro,Male,2023-03-01
2430,112,Cynthia,Hamster,Roborovski,5,Medium,DeepSkyBlue,Female,2025-03-02
2431,138,Adrienne,Rabbit,Rex,10,Medium,Moccasin,Female,2025-02-24
2432,147,Alicia,Hamster,Dwarf Campbell,5,Small,FireBrick,Male,2023-01-22
2433,438,Nathan,Dog,Labrador,4,Medium,DarkGreen,Female,2024-05-16
2434,211,Lisa,Bird,Parakeet,15,Small,OliveDrab,Female,2024-02-21
2435,176,Nicholas,Cat,Maine Coon,10,Small,SkyBlue,Female,2023-06-05
2436,239,Donna,Rabbit,Rex,8,Small,MediumTurquoise,Male,2023-08-27
2437,221,Kenneth,Cat,Siamese,5,Small,DarkBlue,Male,2024-04-20
2438,340,Mario,Bird,Canary,15,Medium,SkyBlue,Male,2024-10-19
2439,148,David,Rabbit,Mini Lop,6,Large,LawnGreen,Female,2023-10-05
2440,359,Mary,Bird,Lovebird,10,Small,Orange,Male,2025-01-01
2441,79,Daniel,Hamster,Roborovski,8,Large,FireBrick,Male,2023-08-02
2442,103,Christina,Bird,Parakeet,7,Large,Orange,Female,2024-05-18
2443,68,Michael,Bird,Cockatiel,11,Medium,PeachPuff,Female,2022-06-02
2444,64,Amy,Cat,Siamese,6,Medium,DimGray,Female,2023-08-17
2445,118,Adrian,Hamster,Dwarf Campbell,5,Medium,PaleVioletRed,Female,2022-07-15
2446,457,Kathleen,Cat,Maine Coon,13,Small,BurlyWood,Female,2024-01-14
2447,296,Ashley,Dog,German Shepherd,9,Small,NavajoWhite,Male,2025-01-09
2448,285,Sarah,Dog,Golden Retriever,7,Medium,Lavender,Male,2023-06-18
2449,200,Paul,Hamster,Roborovski,2,Large,Pink,Female,2024-08-25
2450,85,Austin,Dog,German Shepherd,5,Small,DimGray,Male,2022-10-02
2451,239,Ryan,Hamster,Roborovski,13,Medium,PaleGreen,Female,2022-03-31
2452,433,Adam,Hamster,Chinese,1,Small,Wheat,Female,2025-02-09
2453,330,Miranda,Rabbit,Lionhead,4,Small,Yellow,Female,2023-09-15
2454,338,Tiffany,Bird,Finch,3,Small,LemonChiffon,Male,2023-09-01
2455,41,Ryan,Bird,Lovebird,10,Large,DarkBlue,Female,2025-03-13
2456,180,Jesse,Bird,Lovebird,5,Medium,DarkMagenta,Male,2022-05-23
2457,45,Melissa,Bird,Parakeet,5,Large,Beige,Female,2025-01-06
2458,171,Tammie,Bird,Finch,12,Medium,DarkOrange,Female,2022-04-21
2459,427,Larry,Rabbit,Holland Lop,1,Medium,LightGreen,Female,2024-07-22
2460,99,Amy,Hamster,Syrian,4,Small,White,Female,2023-04-27
2461,308,Dustin,Dog,Labrador,11,Medium,PeachPuff,Male,2024-09-18
2462,378,Jennifer,Bird,Finch,14,Small,Tan,Female,2022-10-26
2463,451,Marco,Bird,Canary,9,Large,LawnGreen,Female,2025-01-12
2464,232,Christina,Cat,British Shorthair,4,Medium,PowderBlue,Female,2023-01-16
2465,2,Michelle,Rabbit,Mini Lop,7,Large,AntiqueWhite,Male,2022-05-26
2466,269,Corey,Hamster,Chinese,3,Small,LightSteelBlue,Male,2023-04-04
2467,207,Matthew,Bird,Canary,5,Medium,MediumBlue,Male,2022-05-18
2468,253,Gail,Hamster,Dwarf Campbell,10,Medium,DarkMagenta,Female,2024-07-01
2469,167,Katie,Hamster,Roborovski,5,Small,MediumBlue,Male,2022-12-20
2470,372,Antonio,Dog,Poodle,4,Medium,Yellow,Female,2024-05-30
2471,328,Jennifer,Bird,Finch,9,Large,LawnGreen,Male,2023-01-19
2472,224,Jason,Rabbit,Holland Lop,4,Large,GoldenRod,Female,2024-03-14
2473,147,Justin,Rabbit,Lionhead,14,Medium,DarkSlateGray,Female,2023-02-28
2474,193,Dennis,Rabbit,Mini Lop,5,Small,PaleGreen,Male,2022-06-30
2475,9,Michelle,Dog,Labrador,2,Large,LightBlue,Female,2025-03-29
2476,409,Jason,Rabbit,Mini Lop,2,Large,Ivory,Female,2025-02-26
2477,400,Michael,Bird,Cockatiel,6,Small,DarkOrchid,Female,2023-05-15
2478,35,Alice,Dog,Golden Retriever,6,Medium,BlueViolet,Female,2024-12-07
2479,264,Rachael,Dog,Bulldog,7,Small,LightGoldenRodYellow,Male,2023-06-12
2480,215,Jasmine,Rabbit,Netherland Dwarf,9,Small,Yellow,Male,2023-08-27
2481,329,Julie,Cat,Siamese,5,Small,LightCoral,Female,2025-02-13
2482,85,Christy,Cat,Persian,10,Small,MediumSpringGreen,Male,2023-08-06
2483,68,Jennifer,Hamster,Syrian,10,Medium,WhiteSmoke,Female,2022-06-21
2484,364,Raymond,Rabbit,Mini Lop,7,Small,White,Female,2023-05-09
2485,21,Erin,Hamster,Roborovski,6,Medium,MediumSeaGreen,Male,2024-12-20
2486,398,Rebecca,Cat,Persian,2,Small,LightGoldenRodYellow,Male,2024-09-12
2487,406,Holly,Rabbit,Netherland Dwarf,8,Small,CornflowerBlue,Male,2024-05-28
2488,176,Kathleen,Cat,American Shorthair,2,Small,CadetBlue,Female,2022-07-04
2489,242,Megan,Hamster,Dwarf Campbell,8,Large,CadetBlue,Female,2022-04-05
2490,18,Breanna,Rabbit,Lionhead,8,Large,DarkKhaki,Female,2022-12-26
2491,465,Matthew,Rabbit,Mini Lop,1,Medium,DarkGoldenRod,Female,2024-06-19
2492,69,Randy,Rabbit,Rex,2,Large,Beige,Male,2023-10-08
2493,253,Jean,Rabbit,Rex,8,Small,DarkGoldenRod,Male,2025-03-15
2494,284,William,Rabbit,Holland Lop,7,Small,BlanchedAlmond,Male,2022-06-14
2495,325,Cynthia,Dog,German Shepherd,13,Medium,DarkGreen,Female,2023-11-13
2496,114,Matthew,Cat,British Shorthair,2,Small,LightGoldenRodYellow,Male,2022-05-12
2497,416,Julie,Dog,Labrador,9,Large,LightBlue,Female,2023-09-24
2498,383,Michelle,Dog,German Shepherd,14,Large,FloralWhite,Male,2024-03-23
2499,92,Hannah,Hamster,Dwarf Campbell,11,Large,GreenYellow,Female,2025-01-01
2500,433,Kristy,Hamster,Roborovski,11,Medium,Teal,Female,2025-02-03
2501,448,Natalie,Bird,Canary,8,Large,MediumAquaMarine,Female,2023-07-03
2502,433,Zachary,Bird,Cockatiel,9,Medium,LightBlue,Female,2024-01-10
2503,278,James,Bird,Lovebird,6,Small,Brown,Female,2022-08-07
2504,307,Alyssa,Hamster,Winter White,3,Large,DarkGoldenRod,Male,2024-11-21
2505,465,Kelsey,Bird,Parakeet,2,Large,DarkGreen,Female,2024-08-18
2506,447,Angela,Rabbit,Lionhead,10,Small,DarkViolet,Female,2022-04-16
2507,393,Brandon,Cat,Persian,15,Small,LemonChiffon,Female,2023-11-21
2508,311,Erika,Bird,Parakeet,7,Large,SaddleBrown,Female,2023-10-08
2509,243,Mark,Dog,German Shepherd,9,Small,MediumSlateBlue,Female,2023-09-03
2510,479,Derek,Bird,Lovebird,5,Large,DarkOrange,Male,2025-02-18
2511,321,Samantha,Rabbit,Rex,1,Large,White,Male,2023-01-04
2512,370,William,Bird,Finch,6,Medium,HotPink,Male,2024-04-14
2513,329,Renee,Rabbit,Holland Lop,7,Small,Magenta,Male,2025-01-09
2514,167,Kevin,Dog,Golden Retriever,4,Large,Blue,Male,2024-04-29
2515,163,Lori,Rabbit,Lionhead,1,Small,GreenYellow,Female,2023-03-26
2516,66,Edward,Hamster,Chinese,15,Medium,DarkOliveGreen,Female,2024-10-15
2517,332,Laura,Dog,Labrador,7,Small,PaleGoldenRod,Male,2025-03-13
2518,55,Erica,Bird,Parakeet,6,Small,Orange,Female,2022-11-21
2519,12,Jessica,Hamster,Dwarf Campbell,7,Medium,MediumSeaGreen,Female,2024-08-24
2520,191,David,Bird,Canary,11,Small,NavajoWhite,Male,2023-04-25
2521,319,Karen,Cat,Persian,7,Large,Ivory,Male,2024-01-09
2522,349,Jennifer,Cat,Maine Coon,4,Small,LightGoldenRodYellow,Female,2024-03-03
2523,409,Leah,Hamster,Chinese,7,Large,PapayaWhip,Female,2024-07-15
2524,159,Michele,Hamster,Roborovski,10,Large,BlanchedAlmond,Male,2022-09-25
2525,404,Nicholas,Hamster,Dwarf Campbell,15,Medium,Aqua,Female,2024-01-04
2526,47,Cynthia,Hamster,Roborovski,15,Small,Black,Male,2024-11-01
2527,256,Emily,Dog,Bulldog,5,Small,MediumSeaGreen,Male,2024-06-14
2528,465,Mary,Dog,Bulldog,2,Medium,PaleGoldenRod,Female,2023-10-20
2529,257,Laurie,Rabbit,Lionhead,12,Medium,MintCream,Male,2023-01-03
2530,69,Daniel,Hamster,Winter White,11,Small,CadetBlue,Female,2025-03-14
2531,18,Heather,Bird,Finch,10,Large,Orange,Male,2023-03-16
2532,311,Corey,Cat,Siamese,14,Small,Aqua,Male,2022-06-29
2533,429,Dana,Cat,Maine Coon,4,Medium,Purple,Female,2023-04-15
2534,81,Tiffany,Dog,Poodle,7,Large,DarkKhaki,Female,2022-08-08
2535,271,Jenny,Bird,Cockatiel,12,Large,DeepSkyBlue,Male,2024-09-18
2536,458,Kelly,Dog,Bulldog,9,Medium,Black,Female,2025-03-30
2537,245,Jason,Rabbit,Holland Lop,13,Medium,PowderBlue,Female,2023-11-12
2538,214,Jodi,Hamster,Winter White,15,Medium,Khaki,Female,2024-02-15
2539,346,Barbara,Bird,Lovebird,14,Large,DarkOrange,Male,2024-06-06
2540,124,Jessica,Cat,British Shorthair,5,Small,Tan,Female,2024-05-13
2541,181,Patrick,Dog,Bulldog,2,Large,LavenderBlush,Female,2022-10-07
2542,106,Ronald,Dog,Golden Retriever,14,Medium,Green,Female,2024-08-03
2543,56,Samuel,Bird,Cockatiel,3,Medium,DarkOliveGreen,Male,2023-01-24
2544,24,Christina,Hamster,Winter White,2,Medium,Tan,Male,2023-07-27
2545,463,Keith,Dog,Labrador,7,Medium,IndianRed,Male,2024-10-19
2546,353,Scott,Dog,Bulldog,11,Large,PowderBlue,Male,2023-09-11
2547,107,Megan,Cat,American Shorthair,4,Medium,SkyBlue,Male,2022-07-27
2548,411,Cindy,Dog,Bulldog,11,Medium,MediumPurple,Female,2023-07-08
2549,31,Jeremy,Hamster,Chinese,14,Medium,Brown,Female,2022-06-21
2550,193,Jennifer,Hamster,Syrian,12,Small,LightCyan,Female,2024-10-12
2551,155,Maria,Bird,Parakeet,11,Medium,BlanchedAlmond,Male,2023-12-25
2552,394,Anthony,Bird,Lovebird,4,Medium,Brown,Male,2025-01-28
2553,109,Judith,Dog,Labrador,10,Large,PaleGoldenRod,Female,2023-05-02
2554,346,Ricky,Rabbit,Lionhead,13,Large,LavenderBlush,Male,2024-06-06
2555,385,Charles,Cat,Siamese,1,Small,PaleGoldenRod,Female,2024-07-07
2556,474,Kimberly,Rabbit,Lionhead,6,Small,LightSlateGray,Female,2022-09-28
2557,344,Jacqueline,Hamster,Roborovski,8,Medium,LightYellow,Male,2024-08-03
2558,84,Daniel,Dog,German Shepherd,11,Medium,DarkKhaki,Male,2023-09-28
2559,164,Dennis,Dog,Poodle,13,Large,HoneyDew,Female,2024-06-16
2560,392,Martin,Bird,Parakeet,11,Medium,PaleGoldenRod,Female,2023-03-28
2561,455,Justin,Cat,Persian,8,Medium,Plum,Female,2023-07-01
2562,54,Samuel,Cat,American Shorthair,15,Large,SlateBlue,Female,2023-02-07
2563,289,Christian,Cat,British Shorthair,14,Medium,DeepPink,Male,2024-01-15
2564,301,Nicole,Cat,Persian,1,Medium,IndianRed,Male,2023-08-09
2565,84,Allison,Hamster,Chinese,14,Medium,Chocolate,Female,2023-03-18
2566,240,Yolanda,Hamster,Chinese,14,Small,FireBrick,Male,2023-05-06
2567,95,Philip,Cat,Maine Coon,13,Large,FireBrick,Male,2024-04-06
2568,433,Justin,Hamster,Syrian,11,Small,LightGoldenRodYellow,Female,2022-07-10
2569,249,Jo,Bird,Canary,2,Large,Salmon,Female,2023-05-10
2570,95,Jennifer,Hamster,Dwarf Campbell,12,Small,LightCoral,Female,2022-04-17
2571,434,Robert,Cat,Persian,2,Small,Yellow,Female,2024-03-10
2572,390,Amanda,Rabbit,Netherland Dwarf,5,Medium,FireBrick,Male,2024-03-15
2573,331,James,Cat,Maine Coon,15,Large,PowderBlue,Female,2024-12-12
2574,69,Melanie,Cat,American Shorthair,15,Medium,Beige,Male,2022-08-01
2575,82,Kyle,Dog,Bulldog,13,Large,SkyBlue,Male,2024-10-04
2576,175,Charlene,Cat,American Shorthair,1,Large,Fuchsia,Female,2022-07-17
2577,371,Rachael,Cat,Siamese,3,Medium,SkyBlue,Male,2022-10-04
2578,131,Amber,Dog,Bulldog,3,Medium,Ivory,Male,2023-12-18
2579,130,Suzanne,Cat,Persian,10,Small,SpringGreen,Female,2022-11-23
2580,31,Hailey,Hamster,Chinese,3,Small,Salmon,Male,2022-07-09
2581,89,Jennifer,Dog,Golden Retriever,11,Medium,Yellow,Male,2022-10-07
2582,323,Tim,Rabbit,Rex,1,Small,Gainsboro,Male,2022-06-02
2583,386,Suzanne,Cat,Persian,14,Large,RoyalBlue,Male,2024-06-27
2584,321,Erik,Bird,Cockatiel,1,Small,LightSalmon,Female,2023-05-08
2585,265,Andrew,Rabbit,Rex,14,Large,DarkGray,Male,2023-12-17
2586,323,Christina,Cat,Persian,14,Medium,Wheat,Female,2024-01-09
2587,242,Christian,Cat,American Shorthair,6,Medium,Cyan,Female,2024-08-17
2588,326,Robert,Dog,Golden Retriever,15,Medium,LightSkyBlue,Female,2023-05-21
2589,276,Teresa,Cat,Siamese,7,Large,SteelBlue,Male,2023-11-11
2590,481,Amanda,Cat,American Shorthair,1,Medium,Green,Female,2025-01-06
2591,453,Elizabeth,Cat,American Shorthair,11,Large,SandyBrown,Male,2024-10-14
2592,368,Crystal,Bird,Parakeet,13,Small,DarkSalmon,Male,2022-10-07
2593,171,Scott,Dog,Bulldog,4,Medium,Lavender,Male,2024-07-02
2594,57,Maria,Hamster,Syrian,12,Small,FireBrick,Female,2023-09-06
2595,15,Patricia,Bird,Canary,8,Large,DodgerBlue,Female,2023-02-13
2596,421,Timothy,Cat,American Shorthair,9,Large,Red,Female,2023-12-23
2597,167,Teresa,Bird,Parakeet,3,Small,DarkGray,Female,2022-12-15
2598,253,Ray,Cat,Maine Coon,12,Large,DarkKhaki,Female,2024-12-12
2599,290,Brooke,Rabbit,Netherland Dwarf,13,Medium,Orchid,Female,2025-01-04
2600,419,Amy,Dog,Golden Retriever,14,Medium,Turquoise,Male,2024-12-26
2601,102,Deborah,Hamster,Chinese,15,Medium,DarkSlateGray,Male,2022-12-13
2602,377,Heidi,Rabbit,Netherland Dwarf,9,Medium,MediumPurple,Female,2024-01-18
2603,350,Kiara,Hamster,Roborovski,2,Small,SpringGreen,Female,2023-12-09
2604,266,Pamela,Bird,Lovebird,10,Small,Purple,Male,2023-03-16
2605,469,Kristin,Cat,Maine Coon,11,Medium,Khaki,Male,2022-12-15
2606,382,Justin,Hamster,Roborovski,11,Large,BlanchedAlmond,Female,2024-05-16
2607,198,Kristin,Cat,Persian,4,Small,MediumSpringGreen,Female,2024-03-16
2608,10,Amanda,Hamster,Dwarf Campbell,4,Medium,Magenta,Male,2022-04-25
2609,69,Anthony,Hamster,Dwarf Campbell,2,Medium,BlueViolet,Female,2024-05-31
2610,459,Kimberly,Rabbit,Mini Lop,8,Small,LightSlateGray,Female,2024-01-29
2611,63,Samantha,Cat,Siamese,15,Medium,Ivory,Female,2024-01-04
2612,22,David,Cat,Maine Coon,10,Medium,IndianRed,Female,2024-11-08
2613,442,Lauren,Dog,Poodle,3,Medium,MediumAquaMarine,Male,2023-11-04
2614,71,Thomas,Rabbit,Mini Lop,15,Large,Bisque,Female,2022-06-19
2615,122,Jacob,Cat,Maine Coon,6,Small,Aquamarine,Male,2022-09-14
2616,253,Nicholas,Hamster,Chinese,10,Small,Cornsilk,Female,2022-04-20
2617,333,John,Rabbit,Holland Lop,13,Medium,LightSkyBlue,Female,2023-07-08
2618,266,Kristie,Bird,Finch,2,Medium,DarkSlateGray,Male,2023-02-28
2619,166,Erika,Dog,Labrador,13,Large,WhiteSmoke,Male,2022-07-27
2620,186,Corey,Dog,German Shepherd,6,Medium,Silver,Male,2023-12-22
2621,9,Ashley,Hamster,Winter White,4,Large,Green,Female,2025-01-04
2622,74,Antonio,Hamster,Syrian,15,Small,CornflowerBlue,Male,2022-09-12
2623,72,Jack,Cat,Maine Coon,11,Small,MediumBlue,Female,2023-01-01
2624,196,Roberta,Cat,American Shorthair,8,Large,Fuchsia,Male,2023-03-03
2625,117,Jennifer,Rabbit,Holland Lop,14,Small,LightSeaGreen,Male,2023-01-04
2626,217,Allison,Cat,Persian,2,Small,FloralWhite,Female,2023-03-09
2627,214,Robin,Cat,American Shorthair,6,Medium,Teal,Male,2022-10-26
2628,113,Rebecca,Rabbit,Lionhead,14,Large,Indigo,Female,2023-02-23
2629,113,Amy,Hamster,Syrian,12,Large,Azure,Male,2023-07-06
2630,230,Marissa,Rabbit,Lionhead,5,Medium,Blue,Male,2024-02-23
2631,324,Ashley,Hamster,Dwarf Campbell,2,Small,DarkMagenta,Female,2022-08-25
2632,400,Matthew,Hamster,Dwarf Campbell,2,Large,LightGoldenRodYellow,Male,2023-04-12
2633,205,Andrew,Rabbit,Holland Lop,13,Small,LightGray,Male,2022-10-16
2634,460,Jon,Bird,Cockatiel,11,Medium,Linen,Female,2024-02-05
2635,315,Jose,Dog,Bulldog,12,Small,MidnightBlue,Male,2023-09-24
2636,216,Stacey,Rabbit,Netherland Dwarf,3,Small,Khaki,Female,2023-10-10
2637,274,Charlotte,Dog,Labrador,10,Small,PaleVioletRed,Female,2023-09-27
2638,173,Brittany,Dog,Bulldog,7,Large,SandyBrown,Female,2023-11-16
2639,76,Michael,Bird,Parakeet,1,Medium,Cornsilk,Male,2023-03-04
2640,260,Patrick,Bird,Cockatiel,9,Medium,DeepSkyBlue,Female,2024-06-19
2641,113,Karen,Dog,Labrador,12,Medium,MediumSlateBlue,Male,2022-05-05
2642,327,Tyler,Cat,British Shorthair,5,Medium,MediumSeaGreen,Female,2024-05-26
2643,425,Alex,Bird,Finch,15,Large,PaleTurquoise,Male,2024-02-21
2644,463,Timothy,Bird,Cockatiel,1,Medium,YellowGreen,Female,2024-10-19
2645,299,Christopher,Cat,Maine Coon,7,Medium,Blue,Male,2023-09-25
2646,192,Jonathan,Cat,British Shorthair,2,Small,MidnightBlue,Male,2022-11-04
2647,405,Crystal,Rabbit,Holland Lop,15,Large,DarkGray,Male,2024-10-24
2648,389,Christopher,Rabbit,Mini Lop,4,Medium,DarkTurquoise,Male,2024-07-26
2649,60,Luke,Hamster,Chinese,14,Medium,Chocolate,Female,2024-10-02
2650,345,Kenneth,Dog,Labrador,5,Medium,LavenderBlush,Male,2022-08-30
2651,284,Stacey,Dog,Bulldog,8,Large,Peru,Female,2023-08-24
2652,323,Robert,Dog,Bulldog,10,Small,WhiteSmoke,Female,2023-06-01
2653,16,Daniel,Bird,Cockatiel,8,Large,RoyalBlue,Male,2022-11-09
2654,379,Joan,Bird,Finch,9,Medium,CornflowerBlue,Male,2023-02-03
2655,196,Antonio,Cat,American Shorthair,5,Large,CornflowerBlue,Male,2022-07-04
2656,317,Scott,Dog,German Shepherd,11,Small,DarkSeaGreen,Male,2024-03-23
2657,427,Ronald,Hamster,Chinese,13,Large,Brown,Female,2022-10-02
2658,437,Dawn,Hamster,Chinese,4,Large,Indigo,Male,2022-12-23
2659,388,Steven,Bird,Lovebird,13,Small,MediumVioletRed,Male,2024-02-12
2660,212,Jack,Cat,American Shorthair,7,Large,Plum,Male,2024-09-06
2661,441,Jessica,Dog,German Shepherd,8,Large,Lime,Male,2024-11-20
2662,29,Luis,Cat,American Shorthair,10,Medium,Azure,Male,2023-12-13
2663,339,Mary,Cat,Maine Coon,10,Large,MediumVioletRed,Female,2023-04-19
2664,148,Marissa,Bird,Canary,9,Small,Pink,Male,2025-01-16
2665,351,Holly,Rabbit,Rex,14,Large,CadetBlue,Male,2023-10-20
2666,236,David,Rabbit,Lionhead,8,Small,HoneyDew,Female,2022-11-25
2667,197,Jessica,Bird,Lovebird,3,Medium,DarkRed,Female,2024-08-05
2668,243,Kayla,Bird,Canary,6,Large,SandyBrown,Female,2024-12-30
2669,483,Pamela,Hamster,Dwarf Campbell,9,Small,Chocolate,Female,2025-03-12
2670,99,Kari,Hamster,Winter White,15,Large,Turquoise,Male,2024-06-08
2671,222,Nathaniel,Rabbit,Netherland Dwarf,1,Large,Violet,Female,2022-07-29
2672,407,Daniel,Dog,German Shepherd,11,Small,MediumTurquoise,Male,2023-07-27
2673,287,Emily,Cat,Siamese,9,Large,AntiqueWhite,Female,2022-11-06
2674,268,Andrew,Bird,Parakeet,2,Medium,FireBrick,Female,2024-02-21
2675,380,Caitlin,Bird,Lovebird,15,Medium,GreenYellow,Female,2024-08-09
2676,310,Michaela,Bird,Finch,7,Small,Moccasin,Female,2022-11-17
2677,358,Charlene,Bird,Lovebird,11,Large,Azure,Male,2022-11-22
2678,205,Cynthia,Rabbit,Rex,3,Small,Beige,Male,2023-08-11
2679,68,Tammy,Dog,Poodle,7,Large,Gainsboro,Female,2024-09-28
2680,114,Mary,Bird,Canary,6,Small,FireBrick,Female,2022-06-07
2681,7,Victor,Rabbit,Lionhead,6,Small,Lime,Male,2024-07-31
2682,417,Margaret,Bird,Lovebird,6,Large,SteelBlue,Female,2022-09-03
2683,217,Jeremiah,Rabbit,Netherland Dwarf,1,Small,GreenYellow,Male,2023-10-16
2684,174,Franklin,Hamster,Syrian,9,Medium,LightCyan,Female,2022-05-27
2685,103,Jesse,Hamster,Roborovski,11,Medium,DarkMagenta,Female,2022-05-21
2686,319,Catherine,Hamster,Winter White,15,Small,MediumBlue,Male,2022-09-28
2687,174,Karen,Rabbit,Netherland Dwarf,12,Medium,LightSteelBlue,Male,2023-05-13
2688,226,Kimberly,Bird,Lovebird,2,Medium,ForestGreen,Female,2024-12-13
2689,412,James,Cat,Siamese,14,Large,Beige,Male,2025-02-08
2690,50,William,Dog,German Shepherd,13,Large,MediumSeaGreen,Male,2025-03-01
2691,28,Reginald,Cat,American Shorthair,1,Medium,SkyBlue,Female,2024-08-22
2692,454,Krista,Rabbit,Mini Lop,9,Medium,YellowGreen,Male,2023-04-20
2693,59,Jessica,Dog,German Shepherd,15,Large,Blue,Male,2022-05-13
2694,102,Patricia,Cat,British Shorthair,4,Large,MediumOrchid,Male,2023-12-18
2695,434,Andrew,Hamster,Chinese,12,Large,DarkMagenta,Female,2022-10-02
2696,193,Robert,Bird,Canary,8,Large,Beige,Female,2022-09-30
2697,332,Monica,Cat,British Shorthair,8,Small,MediumSlateBlue,Female,2024-08-14
2698,312,Sara,Dog,Golden Retriever,10,Small,DarkOrange,Male,2023-06-16
2699,364,Cynthia,Bird,Lovebird,8,Small,Chocolate,Female,2022-12-17
2700,464,Shannon,Dog,Golden Retriever,14,Large,SeaGreen,Male,2024-07-28
2701,234,Alexander,Dog,Poodle,15,Small,Silver,Female,2024-09-20
2702,110,Gregory,Bird,Lovebird,12,Medium,LightCoral,Female,2022-09-24
2703,18,David,Hamster,Chinese,8,Medium,Coral,Female,2024-06-27
2704,332,Aaron,Bird,Lovebird,12,Small,MediumPurple,Female,2024-02-20
2705,222,Alexander,Hamster,Chinese,15,Large,LightCyan,Female,2024-02-12
2706,391,Daisy,Cat,Persian,14,Medium,HoneyDew,Male,2024-08-08
2707,152,Tommy,Rabbit,Holland Lop,4,Large,DarkGreen,Female,2024-07-19
2708,239,Patricia,Hamster,Syrian,15,Small,Khaki,Male,2023-05-11
2709,329,Elizabeth,Hamster,Roborovski,12,Large,MediumVioletRed,Male,2023-02-28
2710,352,Nathaniel,Bird,Parakeet,13,Medium,Coral,Female,2022-05-06
2711,385,Paul,Dog,Poodle,6,Small,DodgerBlue,Male,2024-06-02
2712,212,Matthew,Cat,Persian,13,Medium,MediumAquaMarine,Male,2025-02-13
2713,251,Michael,Hamster,Dwarf Campbell,12,Small,OliveDrab,Male,2022-06-29
2714,472,Kimberly,Rabbit,Rex,3,Small,Ivory,Male,2022-12-31
2715,100,Anna,Bird,Parakeet,4,Medium,Cornsilk,Female,2022-10-20
2716,119,Kimberly,Hamster,Syrian,7,Small,AliceBlue,Male,2022-07-08
2717,488,Lisa,Hamster,Syrian,15,Large,MediumPurple,Female,2024-10-22
2718,463,Douglas,Dog,Labrador,10,Small,PaleTurquoise,Male,2022-11-13
2719,218,Amy,Hamster,Winter White,4,Medium,MediumTurquoise,Male,2022-09-13
2720,429,Sierra,Dog,German Shepherd,2,Small,Violet,Male,2022-10-28
2721,82,Dorothy,Cat,Maine Coon,6,Large,NavajoWhite,Male,2022-12-26
2722,463,Nicholas,Cat,American Shorthair,14,Small,DeepSkyBlue,Male,2023-09-01
2723,430,Ronald,Dog,German Shepherd,7,Small,DimGray,Male,2024-04-20
2724,377,Mason,Bird,Cockatiel,8,Medium,GreenYellow,Male,2024-11-06
2725,280,Tony,Cat,Persian,4,Medium,ForestGreen,Male,2023-10-06
2726,168,Stephen,Dog,Golden Retriever,9,Small,BlueViolet,Male,2023-07-10
